tenant,item_code,uom,conversion_factor,is_stock_uom
acme,ACM-SELF0712,Packet,1.0,1
acme,ACM-SELF0712,Carton,12.0,0
acme,ACM-SAFE0861,Nos,1.0,1
acme,ACM-SAFE0861,Carton,50.0,0
acme,ACM-BALL0146,Nos,1.0,1
acme,ACM-BALL0146,Carton,50.0,0
acme,ACM-HEXB0420,Pcs,1.0,1
acme,ACM-HEXB0420,Carton,100.0,0
acme,ACM-WALL0205,Packet,1.0,1
acme,ACM-WALL0205,Carton,100.0,0
acme,ACM-GIWI0961,Kg,1.0,1
acme,ACM-HOSE1014,Pcs,1.0,1
acme,ACM-HOSE1014,Carton,50.0,0
acme,ACM-WALL0052,Packet,1.0,1
acme,ACM-WALL0052,Carton,100.0,0
acme,ACM-ANGL0397,Packet,1.0,1
acme,ACM-ANGL0397,Carton,10.0,0
acme,ACM-NITR0872,Box,1.0,1
acme,ACM-HEXB0125,Pcs,1.0,1
acme,ACM-HEXB0125,Carton,6.0,0
acme,ACM-PVCP0466,Length,1.0,1
acme,ACM-PVCP0837,Length,1.0,1
acme,ACM-BALL0880,Nos,1.0,1
acme,ACM-BALL0880,Carton,6.0,0
acme,ACM-SAFE0579,Nos,1.0,1
acme,ACM-SAFE0579,Carton,100.0,0
acme,ACM-ANGL0838,Packet,1.0,1
acme,ACM-ANGL0838,Carton,6.0,0
acme,ACM-BALL0612,Nos,1.0,1
acme,ACM-BALL0612,Carton,100.0,0
acme,ACM-HOSE0938,Pcs,1.0,1
acme,ACM-HOSE0938,Carton,10.0,0
acme,ACM-HOSE0980,Pcs,1.0,1
acme,ACM-HOSE0980,Carton,100.0,0
acme,ACM-HEXB0743-OLD,Pcs,1.0,1
acme,ACM-HEXB0743-OLD,Carton,12.0,0
acme,ACM-HOSE0044,Pcs,1.0,1
acme,ACM-HOSE0044,Carton,10.0,0
acme,ACM-ANGL1089,Packet,1.0,1
acme,ACM-ANGL1089,Carton,12.0,0
acme,ACM-SAFE0120,Nos,1.0,1
acme,ACM-SAFE0120,Carton,24.0,0
acme,ACM-HEXB1063,Pcs,1.0,1
acme,ACM-HEXB1063,Carton,24.0,0
acme,ACM-MASK0745,Roll,1.0,1
acme,ACM-MASK0745,Carton,24.0,0
acme,ACM-HEXB0465,Pcs,1.0,1
acme,ACM-HEXB0465,Carton,50.0,0
acme,ACM-PVCP0699,Length,1.0,1
acme,ACM-CABL0772,Packet,1.0,1
acme,ACM-CABL0772,Carton,6.0,0
acme,ACM-SELF0964,Packet,1.0,1
acme,ACM-SELF0964,Carton,12.0,0
acme,ACM-SAFE0049,Nos,1.0,1
acme,ACM-SAFE0049,Carton,100.0,0
acme,ACM-BALL0662,Nos,1.0,1
acme,ACM-BALL0662,Carton,50.0,0
acme,ACM-BALL0750,Nos,1.0,1
acme,ACM-BALL0750,Carton,12.0,0
acme,ACM-HEXB1018,Pcs,1.0,1
acme,ACM-HEXB1018,Carton,100.0,0
acme,ACM-PVCP0700,Length,1.0,1
acme,ACM-SAFE0581,Nos,1.0,1
acme,ACM-SAFE0581,Carton,10.0,0
acme,ACM-MISC004,Nos,1.0,1
acme,ACM-BALL0417,Nos,1.0,1
acme,ACM-BALL0417,Carton,12.0,0
acme,ACM-BALL0587,Nos,1.0,1
acme,ACM-BALL0587,Carton,12.0,0
acme,ACM-SELF0696,Packet,1.0,1
acme,ACM-SELF0696,Carton,100.0,0
acme,ACM-HEXB0603,Pcs,1.0,1
acme,ACM-HEXB0603,Carton,50.0,0
acme,ACM-PVCP0683,Length,1.0,1
acme,ACM-HEXB0356,Pcs,1.0,1
acme,ACM-HEXB0356,Carton,6.0,0
acme,ACM-GIWI0871,Kg,1.0,1
acme,ACM-PVCP0260,Length,1.0,1
acme,ACM-SELF0326,Packet,1.0,1
acme,ACM-SELF0326,Carton,50.0,0
acme,ACM-SELF0170,Packet,1.0,1
acme,ACM-SELF0170,Carton,12.0,0
acme,ACM-CABL0107,Packet,1.0,1
acme,ACM-CABL0107,Carton,6.0,0
acme,ACM-BALL0116,Nos,1.0,1
acme,ACM-BALL0116,Carton,24.0,0
acme,ACM-CABL1039,Packet,1.0,1
acme,ACM-CABL1039,Carton,6.0,0
acme,ACM-HEXB1020,Pcs,1.0,1
acme,ACM-HEXB1020,Carton,12.0,0
acme,ACM-HEXB1096,Pcs,1.0,1
acme,ACM-HEXB1096,Carton,12.0,0
acme,ACM-HOSE0835,Pcs,1.0,1
acme,ACM-HOSE0835,Carton,50.0,0
acme,ACM-PVCP0412B,Length,1.0,1
acme,ACM-PVCP0412B,Carton,144.0,0
acme,ACM-HEXB0500,Pcs,1.0,1
acme,ACM-HEXB0500,Carton,100.0,0
acme,ACM-SAFE0564,Nos,1.0,1
acme,ACM-SAFE0564,Carton,12.0,0
acme,ACM-CABL0560,Packet,1.0,1
acme,ACM-CABL0560,Carton,12.0,0
acme,ACM-CABL0062,Packet,1.0,1
acme,ACM-CABL0062,Carton,24.0,0
acme,ACM-PVCP1072,Length,1.0,1
acme,ACM-HEXB0089B,Pcs,1.0,1
acme,ACM-HEXB0089B,Carton,144.0,0
acme,ACM-SELF0272,Packet,1.0,1
acme,ACM-SELF0272,Carton,24.0,0
acme,ACM-HEXB0088,Pcs,1.0,1
acme,ACM-HEXB0088,Carton,50.0,0
acme,ACM-WALL0443,Packet,1.0,1
acme,ACM-WALL0443,Carton,50.0,0
acme,ACM-SELF0966,Packet,1.0,1
acme,ACM-SELF0966,Carton,24.0,0
acme,ACM-CABL0722,Packet,1.0,1
acme,ACM-CABL0722,Carton,100.0,0
acme,ACM-ANGL0343,Packet,1.0,1
acme,ACM-ANGL0343,Carton,50.0,0
acme,ACM-GIWI0252,Kg,1.0,1
acme,ACM-CABL0884,Packet,1.0,1
acme,ACM-CABL0884,Carton,12.0,0
acme,ACM-HEXB0793,Pcs,1.0,1
acme,ACM-HEXB0793,Carton,10.0,0
acme,ACM-CABL0967,Packet,1.0,1
acme,ACM-CABL0967,Carton,50.0,0
acme,ACM-PVCP0577,Length,1.0,1
acme,ACM-NITR0031,Box,1.0,1
acme,ACM-HOSE0046,Pcs,1.0,1
acme,ACM-HOSE0046,Carton,100.0,0
acme,ACM-MASK0959,Roll,1.0,1
acme,ACM-MASK0959,Carton,24.0,0
acme,ACM-CABL0396,Packet,1.0,1
acme,ACM-CABL0396,Carton,12.0,0
acme,ACM-GIWI0453,Kg,1.0,1
acme,ACM-PVCP0463,Length,1.0,1
acme,ACM-HOSE0915,Pcs,1.0,1
acme,ACM-HOSE0915,Carton,100.0,0
acme,ACM-HOSE0711,Pcs,1.0,1
acme,ACM-HOSE0711,Carton,6.0,0
acme,ACM-HEXB0050,Pcs,1.0,1
acme,ACM-HEXB0050,Carton,24.0,0
acme,ACM-WALL0193,Packet,1.0,1
acme,ACM-WALL0193,Carton,24.0,0
acme,ACM-HEXB0633,Pcs,1.0,1
acme,ACM-HEXB0633,Carton,50.0,0
acme,ACM-MASK0756,Roll,1.0,1
acme,ACM-MASK0756,Carton,100.0,0
acme,ACM-BALL0165,Nos,1.0,1
acme,ACM-BALL0165,Carton,10.0,0
acme,ACM-PVCP0650,Length,1.0,1
acme,ACM-ANGL0947,Packet,1.0,1
acme,ACM-ANGL0947,Carton,12.0,0
acme,ACM-GIWI0824,Kg,1.0,1
acme,ACM-PVCP1032,Length,1.0,1
acme,ACM-ANGL0328,Packet,1.0,1
acme,ACM-ANGL0328,Carton,6.0,0
acme,ACM-SELF0718,Packet,1.0,1
acme,ACM-SELF0718,Carton,12.0,0
acme,ACM-CABL0064,Packet,1.0,1
acme,ACM-CABL0064,Carton,10.0,0
acme,ACM-HEXB0738,Pcs,1.0,1
acme,ACM-HEXB0738,Carton,24.0,0
acme,ACM-WALL0066,Packet,1.0,1
acme,ACM-WALL0066,Carton,24.0,0
acme,ACM-ANGL0484,Packet,1.0,1
acme,ACM-ANGL0484,Carton,50.0,0
acme,ACM-PVCP0279,Length,1.0,1
acme,ACM-PVCP0485,Length,1.0,1
acme,ACM-MASK0327,Roll,1.0,1
acme,ACM-MASK0327,Carton,50.0,0
acme,ACM-CABL0270,Packet,1.0,1
acme,ACM-CABL0270,Carton,24.0,0
acme,ACM-SAFE0725,Nos,1.0,1
acme,ACM-SAFE0725,Carton,100.0,0
acme,ACM-CABL0391,Packet,1.0,1
acme,ACM-CABL0391,Carton,24.0,0
acme,ACM-SAFE0579-OLD,Nos,1.0,1
acme,ACM-SAFE0579-OLD,Carton,100.0,0
acme,ACM-CABL0012,Packet,1.0,1
acme,ACM-CABL0012,Carton,24.0,0
acme,ACM-HOSE0974,Pcs,1.0,1
acme,ACM-HOSE0974,Carton,50.0,0
acme,ACM-WALL0436,Packet,1.0,1
acme,ACM-WALL0436,Carton,6.0,0
acme,ACM-SAFE0100,Nos,1.0,1
acme,ACM-SAFE0100,Carton,12.0,0
acme,ACM-HEXB0283,Pcs,1.0,1
acme,ACM-HEXB0283,Carton,50.0,0
acme,ACM-HEXB0498,Pcs,1.0,1
acme,ACM-HEXB0498,Carton,12.0,0
acme,ACM-MASK0338,Roll,1.0,1
acme,ACM-MASK0338,Carton,50.0,0
acme,ACM-ANGL0063,Packet,1.0,1
acme,ACM-ANGL0063,Carton,12.0,0
acme,ACM-CABL0256,Packet,1.0,1
acme,ACM-CABL0256,Carton,6.0,0
acme,ACM-SELF0091,Packet,1.0,1
acme,ACM-SELF0091,Carton,10.0,0
acme,ACM-ANGL0448,Packet,1.0,1
acme,ACM-ANGL0448,Carton,12.0,0
acme,ACM-SELF0457,Packet,1.0,1
acme,ACM-SELF0457,Carton,50.0,0
acme,ACM-HEXB0333,Pcs,1.0,1
acme,ACM-HEXB0333,Carton,10.0,0
acme,ACM-MASK0203,Roll,1.0,1
acme,ACM-MASK0203,Carton,6.0,0
acme,ACM-HEXB0357,Pcs,1.0,1
acme,ACM-HEXB0357,Carton,12.0,0
acme,ACM-ANGL0080,Packet,1.0,1
acme,ACM-ANGL0080,Carton,12.0,0
acme,ACM-HEXB0876,Pcs,1.0,1
acme,ACM-HEXB0876,Carton,100.0,0
acme,ACM-HEXB0717,Pcs,1.0,1
acme,ACM-HEXB0717,Carton,10.0,0
acme,ACM-ANGL0167,Packet,1.0,1
acme,ACM-ANGL0167,Carton,24.0,0
acme,ACM-CABL0287-OLD,Packet,1.0,1
acme,ACM-CABL0287-OLD,Carton,50.0,0
acme,ACM-BALL0215,Nos,1.0,1
acme,ACM-BALL0215,Carton,12.0,0
acme,ACM-PVCP0578,Length,1.0,1
acme,ACM-HEXB0058,Pcs,1.0,1
acme,ACM-HEXB0058,Carton,24.0,0
acme,ACM-HEXB0986,Pcs,1.0,1
acme,ACM-HEXB0986,Carton,12.0,0
acme,ACM-SAFE0591,Nos,1.0,1
acme,ACM-SAFE0591,Carton,100.0,0
acme,ACM-ANGL0834,Packet,1.0,1
acme,ACM-ANGL0834,Carton,6.0,0
acme,ACM-MASK0141,Roll,1.0,1
acme,ACM-MASK0141,Carton,50.0,0
acme,ACM-WALL0508,Packet,1.0,1
acme,ACM-WALL0508,Carton,6.0,0
acme,ACM-BALL0512,Nos,1.0,1
acme,ACM-BALL0512,Carton,100.0,0
acme,ACM-BALL0983,Nos,1.0,1
acme,ACM-BALL0983,Carton,10.0,0
acme,ACM-GIWI0789-OLD,Kg,1.0,1
acme,ACM-CABL0874,Packet,1.0,1
acme,ACM-CABL0874,Carton,6.0,0
acme,ACM-BALL0305,Nos,1.0,1
acme,ACM-BALL0305,Carton,10.0,0
acme,ACM-SELF0737,Packet,1.0,1
acme,ACM-SELF0737,Carton,24.0,0
acme,ACM-HEXB0539,Pcs,1.0,1
acme,ACM-HEXB0539,Carton,50.0,0
acme,ACM-HEXB0181,Pcs,1.0,1
acme,ACM-HEXB0181,Carton,24.0,0
acme,ACM-HEXB0782,Pcs,1.0,1
acme,ACM-HEXB0782,Carton,6.0,0
acme,ACM-PVCP0309,Length,1.0,1
acme,ACM-BALL0601,Nos,1.0,1
acme,ACM-BALL0601,Carton,10.0,0
acme,ACM-BALL0702,Nos,1.0,1
acme,ACM-BALL0702,Carton,50.0,0
acme,ACM-ANGL0411B,Packet,1.0,1
acme,ACM-ANGL0411B,Carton,144.0,0
acme,ACM-GIWI1098,Kg,1.0,1
acme,ACM-ANGL1023,Packet,1.0,1
acme,ACM-ANGL1023,Carton,50.0,0
acme,ACM-WALL1040,Packet,1.0,1
acme,ACM-WALL1040,Carton,100.0,0
acme,ACM-HEXB1064,Pcs,1.0,1
acme,ACM-HEXB1064,Carton,100.0,0
acme,ACM-SELF0611,Packet,1.0,1
acme,ACM-SELF0611,Carton,12.0,0
acme,ACM-HEXB0743,Pcs,1.0,1
acme,ACM-HEXB0743,Carton,12.0,0
acme,ACM-CABL0583,Packet,1.0,1
acme,ACM-CABL0583,Carton,100.0,0
nordic,NRD-PRAW0099-OLD,Kg,1.0,1
nordic,NRD-FULL0120,Nos,1.0,1
nordic,NRD-FULL0120,Carton,10.0,0
nordic,NRD-POTA0139,Packet,1.0,1
nordic,NRD-POTA0139,Carton,6.0,0
nordic,NRD-BEEF0270,Packet,1.0,1
nordic,NRD-BEEF0270,Carton,6.0,0
nordic,NRD-BUTT0093,Packet,1.0,1
nordic,NRD-BUTT0093,Carton,10.0,0
nordic,NRD-SALM0142B,Kg,1.0,1
nordic,NRD-SALM0142B,Carton,144.0,0
nordic,NRD-SALM0449,Kg,1.0,1
nordic,NRD-VANI0424,Nos,1.0,1
nordic,NRD-VANI0424,Carton,6.0,0
nordic,NRD-SALM0299,Kg,1.0,1
nordic,NRD-FULL0203,Nos,1.0,1
nordic,NRD-FULL0203,Carton,6.0,0
nordic,NRD-POTA0103,Packet,1.0,1
nordic,NRD-POTA0103,Carton,6.0,0
nordic,NRD-BEEF0423,Packet,1.0,1
nordic,NRD-BEEF0423,Carton,50.0,0
nordic,NRD-PUFF0426,Packet,1.0,1
nordic,NRD-PUFF0426,Carton,50.0,0
nordic,NRD-CHIC0020,Kg,1.0,1
nordic,NRD-BEEF0057,Packet,1.0,1
nordic,NRD-BEEF0057,Carton,12.0,0
nordic,NRD-CHIC0324-OLD,Kg,1.0,1
nordic,NRD-BUTT0336,Packet,1.0,1
nordic,NRD-BUTT0336,Carton,100.0,0
nordic,NRD-MOZZ0109,Kg,1.0,1
nordic,NRD-SQUI0089,Kg,1.0,1
nordic,NRD-VANI0460,Nos,1.0,1
nordic,NRD-VANI0460,Carton,100.0,0
nordic,NRD-BEEF0382,Packet,1.0,1
nordic,NRD-BEEF0382,Carton,24.0,0
nordic,NRD-FULL0267,Nos,1.0,1
nordic,NRD-FULL0267,Carton,10.0,0
nordic,NRD-VANI0363,Nos,1.0,1
nordic,NRD-VANI0363,Carton,6.0,0
nordic,NRD-BEEF0118,Packet,1.0,1
nordic,NRD-BEEF0118,Carton,24.0,0
nordic,NRD-PRAW0435,Kg,1.0,1
nordic,NRD-BEEF0478,Packet,1.0,1
nordic,NRD-BEEF0478,Carton,50.0,0
nordic,NRD-MOZZ0065,Kg,1.0,1
nordic,NRD-BUTT0312,Packet,1.0,1
nordic,NRD-BUTT0312,Carton,50.0,0
nordic,NRD-CHIC0134,Kg,1.0,1
nordic,NRD-POTA0443,Packet,1.0,1
nordic,NRD-POTA0443,Carton,24.0,0
nordic,NRD-SQUI0112,Kg,1.0,1
nordic,NRD-VANI0263,Nos,1.0,1
nordic,NRD-VANI0263,Carton,24.0,0
nordic,NRD-BEEF0335,Packet,1.0,1
nordic,NRD-BEEF0335,Carton,6.0,0
nordic,NRD-FULL0287,Nos,1.0,1
nordic,NRD-FULL0287,Carton,6.0,0
nordic,NRD-POTA0438,Packet,1.0,1
nordic,NRD-POTA0438,Carton,24.0,0
nordic,NRD-SALM0389,Kg,1.0,1
nordic,NRD-VANI0042,Nos,1.0,1
nordic,NRD-VANI0042,Carton,100.0,0
nordic,NRD-PRAW0385,Kg,1.0,1
nordic,NRD-CHIC0406,Kg,1.0,1
nordic,NRD-BUTT0179,Packet,1.0,1
nordic,NRD-BUTT0179,Carton,24.0,0
nordic,NRD-PUFF0150,Packet,1.0,1
nordic,NRD-PUFF0150,Carton,24.0,0
nordic,NRD-POTA0465,Packet,1.0,1
nordic,NRD-POTA0465,Carton,10.0,0
nordic,NRD-PRAW0226,Kg,1.0,1
nordic,NRD-POTA0105,Packet,1.0,1
nordic,NRD-POTA0105,Carton,6.0,0
nordic,NRD-PUFF0316,Packet,1.0,1
nordic,NRD-PUFF0316,Carton,100.0,0
nordic,NRD-POTA0225,Packet,1.0,1
nordic,NRD-POTA0225,Carton,24.0,0
nordic,NRD-MOZZ0200,Kg,1.0,1
nordic,NRD-SQUI0080,Kg,1.0,1
nordic,NRD-MOZZ0458,Kg,1.0,1
nordic,NRD-CHIC0313,Kg,1.0,1
nordic,NRD-PRAW0481,Kg,1.0,1
nordic,NRD-POTA0272,Packet,1.0,1
nordic,NRD-POTA0272,Carton,10.0,0
nordic,NRD-BUTT0001,Packet,1.0,1
nordic,NRD-BUTT0001,Carton,6.0,0
nordic,NRD-SALM0294,Kg,1.0,1
nordic,NRD-POTA0231,Packet,1.0,1
nordic,NRD-POTA0231,Carton,50.0,0
nordic,NRD-CHIC0324,Kg,1.0,1
nordic,NRD-PRAW0260,Kg,1.0,1
nordic,NRD-PUFF0125,Packet,1.0,1
nordic,NRD-PUFF0125,Carton,6.0,0
nordic,NRD-SQUI0155,Kg,1.0,1
nordic,NRD-VANI0472,Nos,1.0,1
nordic,NRD-VANI0472,Carton,24.0,0
nordic,NRD-VANI0383,Nos,1.0,1
nordic,NRD-VANI0383,Carton,24.0,0
nordic,NRD-SALM0130,Kg,1.0,1
nordic,NRD-BUTT0093-OLD,Packet,1.0,1
nordic,NRD-BUTT0093-OLD,Carton,10.0,0
nordic,NRD-BUTT0059,Packet,1.0,1
nordic,NRD-BUTT0059,Carton,6.0,0
nordic,NRD-SALM0159,Kg,1.0,1
nordic,NRD-SQUI0021,Kg,1.0,1
nordic,NRD-WHIP0361,Nos,1.0,1
nordic,NRD-WHIP0361,Carton,12.0,0
nordic,NRD-SQUI0023,Kg,1.0,1
nordic,NRD-PUFF0166,Packet,1.0,1
nordic,NRD-PUFF0166,Carton,100.0,0
nordic,NRD-BUTT0491,Packet,1.0,1
nordic,NRD-BUTT0491,Carton,12.0,0
nordic,NRD-CHIC0486,Kg,1.0,1
nordic,NRD-SALM0218,Kg,1.0,1
nordic,NRD-FULL0121,Nos,1.0,1
nordic,NRD-FULL0121,Carton,10.0,0
nordic,NRD-BEEF0241,Packet,1.0,1
nordic,NRD-BEEF0241,Carton,6.0,0
nordic,NRD-BEEF0373,Packet,1.0,1
nordic,NRD-BEEF0373,Carton,6.0,0
nordic,NRD-SALM0142,Kg,1.0,1
nordic,NRD-PRAW0450,Kg,1.0,1
nordic,NRD-PUFF0199,Packet,1.0,1
nordic,NRD-PUFF0199,Carton,50.0,0
nordic,NRD-CHIC0359,Kg,1.0,1
nordic,NRD-FULL0104,Nos,1.0,1
nordic,NRD-FULL0104,Carton,100.0,0
nordic,NRD-FULL0264,Nos,1.0,1
nordic,NRD-FULL0264,Carton,6.0,0
nordic,NRD-BUTT0320,Packet,1.0,1
nordic,NRD-BUTT0320,Carton,6.0,0
nordic,NRD-PUFF0078-OLD,Packet,1.0,1
nordic,NRD-PUFF0078-OLD,Carton,100.0,0
nordic,NRD-CHIC0034,Kg,1.0,1
nordic,NRD-SALM0484,Kg,1.0,1
nordic,NRD-BEEF0259-OLD,Packet,1.0,1
nordic,NRD-BEEF0259-OLD,Carton,50.0,0
nordic,NRD-CHIC0172,Kg,1.0,1
nordic,NRD-BUTT0321,Packet,1.0,1
nordic,NRD-BUTT0321,Carton,10.0,0
nordic,NRD-BUTT0015,Packet,1.0,1
nordic,NRD-BUTT0015,Carton,100.0,0
nordic,NRD-SALM0117,Kg,1.0,1
nordic,NRD-PRAW0285,Kg,1.0,1
nordic,NRD-BEEF0301,Packet,1.0,1
nordic,NRD-BEEF0301,Carton,50.0,0
nordic,NRD-MOZZ0018,Kg,1.0,1
nordic,NRD-PUFF0305,Packet,1.0,1
nordic,NRD-PUFF0305,Carton,6.0,0
nordic,NRD-BEEF0317,Packet,1.0,1
nordic,NRD-BEEF0317,Carton,6.0,0
nordic,NRD-PUFF0138,Packet,1.0,1
nordic,NRD-PUFF0138,Carton,24.0,0
nordic,NRD-PUFF0459,Packet,1.0,1
nordic,NRD-PUFF0459,Carton,10.0,0
nordic,NRD-BUTT0271,Packet,1.0,1
nordic,NRD-BUTT0271,Carton,50.0,0
nordic,NRD-BUTT0178,Packet,1.0,1
nordic,NRD-BUTT0178,Carton,24.0,0
nordic,NRD-SQUI0393,Kg,1.0,1
nordic,NRD-BUTT0029,Packet,1.0,1
nordic,NRD-BUTT0029,Carton,100.0,0
nordic,NRD-FULL0177,Nos,1.0,1
nordic,NRD-FULL0177,Carton,100.0,0
nordic,NRD-MOZZ0133,Kg,1.0,1
nordic,NRD-CHIC0365,Kg,1.0,1
nordic,NRD-POTA0157,Packet,1.0,1
nordic,NRD-POTA0157,Carton,24.0,0
nordic,NRD-SALM0398,Kg,1.0,1
nordic,NRD-MISC003,Nos,1.0,1
nordic,NRD-PUFF0068,Packet,1.0,1
nordic,NRD-PUFF0068,Carton,50.0,0
nordic,NRD-PUFF0492,Packet,1.0,1
nordic,NRD-PUFF0492,Carton,6.0,0
nordic,NRD-POTA0146,Packet,1.0,1
nordic,NRD-POTA0146,Carton,6.0,0
nordic,NRD-SALM0095,Kg,1.0,1
nordic,NRD-VANI0378,Nos,1.0,1
nordic,NRD-VANI0378,Carton,10.0,0
nordic,NRD-FULL0024,Nos,1.0,1
nordic,NRD-FULL0024,Carton,12.0,0
nordic,NRD-BEEF0235,Packet,1.0,1
nordic,NRD-BEEF0235,Carton,50.0,0
nordic,NRD-BEEF0395,Packet,1.0,1
nordic,NRD-BEEF0395,Carton,24.0,0
nordic,NRD-VANI0332,Nos,1.0,1
nordic,NRD-VANI0332,Carton,6.0,0
nordic,NRD-SALM0331,Kg,1.0,1
nordic,NRD-SALM0413,Kg,1.0,1
nordic,NRD-CHIC0253-OLD,Kg,1.0,1
nordic,NRD-FULL0174B,Nos,1.0,1
nordic,NRD-FULL0174B,Carton,144.0,0
nordic,NRD-BEEF0016,Packet,1.0,1
nordic,NRD-BEEF0016,Carton,100.0,0
nordic,NRD-SQUI0252,Kg,1.0,1
nordic,NRD-BEEF0407,Packet,1.0,1
nordic,NRD-BEEF0407,Carton,10.0,0
nordic,NRD-VANI0288,Nos,1.0,1
nordic,NRD-VANI0288,Carton,6.0,0
nordic,NRD-PUFF0222,Packet,1.0,1
nordic,NRD-PUFF0222,Carton,24.0,0
nordic,NRD-PUFF0367,Packet,1.0,1
nordic,NRD-PUFF0367,Carton,100.0,0
nordic,NRD-SALM0489,Kg,1.0,1
nordic,NRD-VANI0479,Nos,1.0,1
nordic,NRD-VANI0479,Carton,100.0,0
nordic,NRD-CHIC0329,Kg,1.0,1
nordic,NRD-BEEF0255,Packet,1.0,1
nordic,NRD-BEEF0255,Carton,10.0,0
nordic,NRD-PUFF0244,Packet,1.0,1
nordic,NRD-PUFF0244,Carton,50.0,0
nordic,NRD-SALM0457,Kg,1.0,1
nordic,NRD-CHIC0184,Kg,1.0,1
nordic,NRD-FULL0280,Nos,1.0,1
nordic,NRD-FULL0280,Carton,24.0,0
nordic,NRD-BEEF0355,Packet,1.0,1
nordic,NRD-BEEF0355,Carton,100.0,0
nordic,NRD-CHIC0239,Kg,1.0,1
nordic,NRD-PRAW0362,Kg,1.0,1
nordic,NRD-POTA0156-OLD,Packet,1.0,1
nordic,NRD-POTA0156-OLD,Carton,100.0,0
nordic,NRD-BUTT0194,Packet,1.0,1
nordic,NRD-BUTT0194,Carton,24.0,0
nordic,NRD-BUTT0088,Packet,1.0,1
nordic,NRD-BUTT0088,Carton,24.0,0
nordic,NRD-WHIP0330,Nos,1.0,1
nordic,NRD-WHIP0330,Carton,6.0,0
nordic,NRD-VANI0283,Nos,1.0,1
nordic,NRD-VANI0283,Carton,12.0,0
nordic,NRD-MOZZ0181,Kg,1.0,1
nordic,NRD-BEEF0209,Packet,1.0,1
nordic,NRD-BEEF0209,Carton,10.0,0
nordic,NRD-PRAW0141,Kg,1.0,1
nordic,NRD-CHIC0372,Kg,1.0,1
nordic,NRD-MISC000,Nos,1.0,1
nordic,NRD-SALM0251,Kg,1.0,1
nordic,NRD-VANI0243,Nos,1.0,1
nordic,NRD-VANI0243,Carton,6.0,0
nordic,NRD-POTA0377,Packet,1.0,1
nordic,NRD-POTA0377,Carton,24.0,0
nordic,NRD-CHIC0289,Kg,1.0,1
nordic,NRD-POTA0293,Packet,1.0,1
nordic,NRD-POTA0293,Carton,12.0,0
nordic,NRD-VANI0066,Nos,1.0,1
nordic,NRD-VANI0066,Carton,12.0,0
nordic,NRD-POTA0017,Packet,1.0,1
nordic,NRD-POTA0017,Carton,100.0,0
nordic,NRD-SALM0482,Kg,1.0,1
nordic,NRD-FULL0182,Nos,1.0,1
nordic,NRD-FULL0182,Carton,10.0,0
nordic,NRD-VANI0257,Nos,1.0,1
nordic,NRD-VANI0257,Carton,12.0,0
nordic,NRD-BEEF0007,Packet,1.0,1
nordic,NRD-BEEF0007,Carton,100.0,0
nordic,NRD-SALM0079,Kg,1.0,1
nordic,NRD-BEEF0259,Packet,1.0,1
nordic,NRD-BEEF0259,Carton,50.0,0
nordic,NRD-PUFF0429,Packet,1.0,1
nordic,NRD-PUFF0429,Carton,6.0,0
nordic,NRD-PRAW0013-OLD,Kg,1.0,1
nordic,NRD-WHIP0334B,Nos,1.0,1
nordic,NRD-WHIP0334B,Carton,144.0,0
nordic,NRD-CHIC0310,Kg,1.0,1
nordic,NRD-CHIC0360,Kg,1.0,1
nordic,NRD-CHIC0437,Kg,1.0,1
nordic,NRD-VANI0213,Nos,1.0,1
nordic,NRD-VANI0213,Carton,50.0,0
nordic,NRD-BUTT0262,Packet,1.0,1
nordic,NRD-BUTT0262,Carton,10.0,0
nordic,NRD-BEEF0368,Packet,1.0,1
nordic,NRD-BEEF0368,Carton,100.0,0
nordic,NRD-FULL0456,Nos,1.0,1
nordic,NRD-FULL0456,Carton,24.0,0
nordic,NRD-BUTT0183,Packet,1.0,1
nordic,NRD-BUTT0183,Carton,12.0,0
nordic,NRD-BEEF0187,Packet,1.0,1
nordic,NRD-BEEF0187,Carton,50.0,0
nordic,NRD-VANI0403,Nos,1.0,1
nordic,NRD-VANI0403,Carton,10.0,0
nordic,NRD-FULL0323,Nos,1.0,1
nordic,NRD-FULL0323,Carton,24.0,0
nordic,NRD-BUTT0090,Packet,1.0,1
nordic,NRD-BUTT0090,Carton,12.0,0
nordic,NRD-PUFF0085,Packet,1.0,1
nordic,NRD-PUFF0085,Carton,6.0,0
nordic,NRD-POTA0192,Packet,1.0,1
nordic,NRD-POTA0192,Carton,10.0,0
nordic,NRD-VANI0191,Nos,1.0,1
nordic,NRD-VANI0191,Carton,12.0,0
nordic,NRD-BUTT0108,Packet,1.0,1
nordic,NRD-BUTT0108,Carton,12.0,0
nordic,NRD-SALM0074,Kg,1.0,1
nordic,NRD-SALM0414,Kg,1.0,1
nordic,NRD-MOZZ0357,Kg,1.0,1
nordic,NRD-BEEF0228,Packet,1.0,1
nordic,NRD-BEEF0228,Carton,24.0,0
nordic,NRD-MOZZ0346,Kg,1.0,1
nordic,NRD-POTA0474,Packet,1.0,1
nordic,NRD-POTA0474,Carton,12.0,0
nordic,NRD-PRAW0025,Kg,1.0,1
nordic,NRD-BUTT0047,Packet,1.0,1
nordic,NRD-BUTT0047,Carton,6.0,0
nordic,NRD-PRAW0308,Kg,1.0,1
nordic,NRD-VANI0012,Nos,1.0,1
