tenant,customer_id,customer_sku,item_code,customer_description,valid_from,valid_to,source,confidence
acme,CUST-001,001090978,ACM-HEXB0900,Hex Bolt M8X30 Stainless 304,2026-01-01,,confirmed_order,0.72
nordic,CUST-008,008716008,NRD-PRAW0318,Fjordal Prawn 21/25,2026-01-01,,confirmed_order,0.72
nordic,CUST-001,001948647,NRD-POTA0086,fjordal potato fries,2026-01-01,,manual_import,1.0
acme,CUST-004,004279195,ACM-SELF0105-OLD,"Stallion Drilling Screw #10 x 1-1/2"" Stainless 410",2026-01-01,,manual_import,1.0
acme,CUST-007,007682260,ACM-CABL0187,BOSCO 150MM,2026-01-01,,manual_import,0.55
acme,CUST-003,003992472,ACM-CABL0311,Stallion Cable Tie 300Mm Black,2026-01-01,,confirmed_order,1.0
acme,CUST-006,006809591,ACM-CABL0496,BOSCO TIE 100MM BLACK,2026-01-01,,inferred_match,1.0
acme,CUST-004,004387891,ACM-CABL0353,cable tie 450mm black,2026-01-01,,confirmed_order,1.0
acme,CUST-001,001561607,ACM-ANGL0036,"HITEX ANGLE DISC 4.5"" CUTTING",2026-01-01,,confirmed_order,0.55
acme,CUST-004,004695541,ACM-HEXB0385,REMAX HOSE 13-19MM SS304,2026-01-01,2026-03-31,manual_import,1.0
nordic,CUST-006,006232195,NRD-PRAW0097,31/40 1KG,2026-01-01,,confirmed_order,1.0
acme,CUST-007,007832621,ACM-ANGL0473,"Stallion Grinder Disc 7"" Grinding",2026-01-01,,inferred_match,1.0
acme,CUST-007,007476730,ACM-WALL0039,kanto wall plug 10mm,2026-01-01,,inferred_match,1.0
nordic,CUST-004,004342627,NRD-PRAW0141,Halberg Prawn 16/20,2026-01-01,,inferred_match,0.72
acme,CUST-005,NRD-HEXB0675B,ACM-BALL0018,"kanto ball 1"" ss304",2026-01-01,,confirmed_order,1.0
acme,CUST-005,005542230,ACM-WALL0184,bosco wall plug 8mm red,2026-01-01,,confirmed_order,0.72
acme,CUST-008,008191857,ACM-NITR0172,nitrile glove m blue,2026-01-01,,manual_import,0.55
nordic,CUST-004,004334450,NRD-BEEF0259,PATTY 200G 48S,2026-01-01,,inferred_match,1.0
acme,CUST-001,001520669,ACM-HEXB0010,Stallion Hex M12X60 Stainless 316,2026-01-01,,inferred_match,1.0
acme,CUST-008,008350272,ACM-PVCP0642,KANTO PVC PIPE CLASS C,2026-01-01,,confirmed_order,1.0
nordic,CUST-007,007762430,NRD-CHIC0324-OLD,Chicken Whole 2kg,2026-01-01,,manual_import,1.0
acme,CUST-006,006855772,ACM-NITR0092,nitrile xl,2026-01-01,,confirmed_order,0.55
acme,CUST-003,003575014,ACM-PVCP0471,Tolsen Pipe 40Mm,2026-01-01,,manual_import,0.55
acme,CUST-007,007958540,ACM-WALL0065,Wall Plug Red,2026-01-01,,confirmed_order,0.55
acme,CUST-003,003272637,ACM-CABL0461,Tolsen Cable Tie 100Mm White,2026-01-01,,confirmed_order,0.55
nordic,CUST-001,001124119,NRD-MOZZ0357,Nordvik Mozzarella Block 1Kg,2026-01-01,,manual_import,1.0
acme,CUST-007,007773228,ACM-PVCP0099,hitex pvc pipe c,2026-01-01,,inferred_match,0.55
nordic,CUST-006,006522241,NRD-SALM0482,SALMON FILLET,2026-01-01,,confirmed_order,0.55
acme,CUST-005,005010367,ACM-ANGL1090,STALLION ANGLE GRINDER DISC,2026-01-01,,confirmed_order,0.72
acme,CUST-001,NRD-WALL0186,ACM-PVCP0896,PVC PIPE CLASS C,2026-01-01,,confirmed_order,1.0
acme,CUST-007,007570635,ACM-ANGL0157,"GRINDER 4""",2026-01-01,,inferred_match,1.0
acme,CUST-002,002206241,ACM-WALL0817,red,2026-01-01,,inferred_match,0.55
acme,CUST-003,003349465,ACM-PVCP1055B,Pvc Pipe 15Mm Class C,2026-01-01,2026-03-31,manual_import,1.0
acme,CUST-006,006923895,ACM-PVCP0076,remax pvc pipe 40mm,2026-01-01,,confirmed_order,0.72
acme,CUST-002,002651466,ACM-BALL0493,"BOSCO BALL VALVE 3/4""",2026-01-01,,confirmed_order,0.55
nordic,CUST-003,003261639,NRD-POTA0128,Potato Fries Wedge 2.5Kg,2026-01-01,,manual_import,0.55
acme,CUST-007,007001799,ACM-HEXB1013,hex bolt m8x75 zinc,2026-01-01,,confirmed_order,0.72
acme,CUST-001,001426999,ACM-WALL0660,Kanto Wall 8Mm Blue,2026-01-01,,inferred_match,0.55
nordic,CUST-005,005211221,NRD-PRAW0009,Sisu Prawn 21/25 2Kg,2026-01-01,,confirmed_order,1.0
nordic,CUST-008,008197744,NRD-SQUI0155,Sisu Ring Breaded 1Kg,2026-01-01,,manual_import,0.72
acme,CUST-002,002376574,ACM-HEXB0743-OLD,Vermont Hex Bolt M8x30 Stainless,2026-01-01,,manual_import,1.0
acme,CUST-008,008486137,ACM-SELF0105,"Self Drilling Screw X 1-1/2"" 410",2026-01-01,,confirmed_order,0.55
acme,CUST-006,006921511,ACM-PVCP0699,pvc 50mm d,2026-01-01,,manual_import,0.72
acme,CUST-002,002374160,ACM-SELF0121,Tolsen Self Drilling Screw Stainless,2026-01-01,,confirmed_order,1.0
nordic,CUST-004,004712437,NRD-VANI0472,pantry vanilla ice cream,2026-01-01,,confirmed_order,1.0
nordic,CUST-003,003436731,NRD-FULL0292,Golden Full Cream Milk Uht,2026-01-01,,manual_import,0.72
acme,CUST-004,004754832,ACM-BALL0165,"Vermont Ball Valve 3/4""",2026-01-01,,confirmed_order,0.72
acme,CUST-007,007005139,ACM-PVCP0727,kanto pvc pipe 20mm class e,2026-01-01,,manual_import,1.0
nordic,CUST-003,003279581,NRD-BEEF0423,cape bay beef patty 200g 48s,2026-01-01,,manual_import,0.72
nordic,CUST-004,004878272,NRD-SALM0114,PANTRY SALMON FILLET SIDE 5KG,2026-01-01,,confirmed_order,1.0
nordic,CUST-005,005257423,NRD-CHIC0172,Nordvik Whole,2026-01-01,,manual_import,0.55
acme,CUST-006,006332398,ACM-SELF0979,Vermont Self Screw Stainless 410,2026-01-01,,manual_import,1.0
nordic,CUST-006,006540848,NRD-BEEF0214B,fjordal beef 100g 24s,2026-01-01,,confirmed_order,0.55
nordic,CUST-001,001257833,NRD-BUTT0059,SISU BUTTER UNSALTED BLOCK,2026-01-01,,manual_import,1.0
nordic,CUST-001,001643817,NRD-FULL0338,FJORDAL FULL CREAM MILK FRESH 2L,2026-01-01,,inferred_match,1.0
