item_code,item_name,description,brand,item_group,stock_uom,uom_conversions,barcode,manufacturer_part_no,disabled,available_qty,list_price
NRD-PRAW0048,Golden Pantry Prawn 31/40 1kg,"Prawn 31/40, pack: 1kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",909118819344,,0,40,25.12
NRD-BEEF0333,Halberg Beef Patty 150g 24s,"Beef Patty 150g, pack: 24s. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",960546957173,HAL804906,0,3,148.34
NRD-POTA0061,Halberg Potato Fries 7mm 1kg,"Potato Fries 7mm, pack: 1kg. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",931121212334,,0,900,15.07
NRD-WHIP0334,Sisu Whipping Cream 38% 1L,"Whipping Cream 38%, pack: 1L. Brand Sisu. Sold per Nos.",Sisu,All Items > Frozen > Whipping Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,3,109.25
NRD-FULL0420,Sisu Full Cream Milk UHT 2L,"Full Cream Milk UHT, pack: 2L. Brand Sisu. Sold per Nos.",Sisu,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,0,209.45
NRD-SALM0277,Halberg Salmon Fillet Trim D 3kg,"Salmon Fillet Trim D, pack: 3kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,HAL075043,0,40,345.15
NRD-CHIC0180,Halberg Chicken Breast Diced 10kg,"Chicken Breast Diced, pack: 10kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,3,460.57
NRD-CHIC0073,Nordvik Chicken Breast Strips 2kg,"Chicken Breast Strips, pack: 2kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",917569409957,NOR747605,0,12,4.55
NRD-PRAW0160,Halberg Prawn 31/40 1kg,"Prawn 31/40, pack: 1kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,900,264.86
NRD-CHIC0197,Nordvik Chicken Breast Strips 10kg,"Chicken Breast Strips, pack: 10kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",916136961449,,0,900,75.59
NRD-WHIP0246,Halberg Whipping Cream 38% 1L,"Whipping Cream 38%, pack: 1L. Brand Halberg. Sold per Nos.",Halberg,All Items > Frozen > Whipping Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,0,361.99
NRD-SALM0298,Golden Pantry Salmon Fillet Side 3kg,"Salmon Fillet Side, pack: 3kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",944096358903,GOL581922,0,12,458.57
NRD-SALM0004,Nordvik Salmon Fillet Trim D 3kg,"Salmon Fillet Trim D, pack: 3kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",934010462509,,0,150,257.77
NRD-MOZZ0176,Sisu Mozzarella Block 1kg,"Mozzarella Block, pack: 1kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,3,342.77
NRD-MOZZ0116,Fjordal Mozzarella Diced 2kg,"Mozzarella Diced, pack: 2kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",974176545466,,0,40,52.15
NRD-MOZZ0221,Cape Bay Mozzarella Block 1kg,"Mozzarella Block, pack: 1kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",969790046241,CAP711639,0,3,428.97
NRD-BEEF0081,Golden Pantry Beef Patty 200g 48s,"Beef Patty 200g, pack: 48s. Brand Golden Pantry. Sold per Packet.",Golden Pantry,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",947654009280,GOL181926,0,0,398.77
NRD-POTA0250,Golden Pantry Potato Fries 10mm 2.5kg,"Potato Fries 10mm, pack: 2.5kg. Brand Golden Pantry. Sold per Packet.",Golden Pantry,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",904203028614,,0,3,27.29
NRD-FULL0174,Golden Pantry Full Cream Milk UHT 200ml,"Full Cream Milk UHT, pack: 200ml. Brand Golden Pantry. Sold per Nos.",Golden Pantry,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",973863540740,,0,40,85.42
NRD-BEEF0214,Fjordal Beef Patty 100g 24s,"Beef Patty 100g, pack: 24s. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",942247550350,FJO977878,0,0,273.63
NRD-BEEF0102,Sisu Beef Patty 100g 24s,"Beef Patty 100g, pack: 24s. Brand Sisu. Sold per Packet.",Sisu,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,SIS329117,0,3,394.14
NRD-SQUI0306,Nordvik Squid Ring Breaded 1kg,"Squid Ring Breaded, pack: 1kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",968397316788,,0,900,95.99
NRD-BUTT0227,Cape Bay Butter Unsalted Sheet 500g,"Butter Unsalted Sheet, pack: 500g. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",954645422005,,0,150,215.75
NRD-MOZZ0152,Cape Bay Mozzarella Shredded 2kg,"Mozzarella Shredded, pack: 2kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,CAP108567,0,900,265.18
NRD-PUFF0244B,Cape Bay Puff Pastry Sheet 2kg (Bulk),"Puff Pastry Sheet, pack: 2kg. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":144.0}]",909234314827,CAP184855,0,0,253.08
NRD-CHIC0311,Sisu Chicken Breast Strips 10kg,"Chicken Breast Strips, pack: 10kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",933531437778,SIS085196,0,900,441.16
NRD-CHIC0220,Fjordal Chicken Breast Diced 10kg,"Chicken Breast Diced, pack: 10kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,900,301.17
NRD-SALM0027,Nordvik Salmon Fillet Portion 1kg,"Salmon Fillet Portion, pack: 1kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",965442099906,,0,0,20.13
NRD-BEEF0232,Cape Bay Beef Patty 150g 24s,"Beef Patty 150g, pack: 24s. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,0,266.48
NRD-BEEF0445,Cape Bay Beef Patty 150g 48s,"Beef Patty 150g, pack: 48s. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",943558928271,CAP472812,0,0,86.96
NRD-POTA0418,Golden Pantry Potato Fries 7mm 2.5kg,"Potato Fries 7mm, pack: 2.5kg. Brand Golden Pantry. Sold per Packet.",Golden Pantry,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",936762949882,GOL064058,0,150,69.8
NRD-VANI0137,Halberg Vanilla Ice Cream Cone 6s,"Vanilla Ice Cream Cone, pack: 6s. Brand Halberg. Sold per Nos.",Halberg,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",943085784892,,0,0,34.59
NRD-FULL0070,Halberg Full Cream Milk UHT 200ml,"Full Cream Milk UHT, pack: 200ml. Brand Halberg. Sold per Nos.",Halberg,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,0,287.99
NRD-SQUI0077,Fjordal Squid Ring Raw 2kg,"Squid Ring Raw, pack: 2kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,0,166.31
NRD-SQUI0030,Halberg Squid Ring Raw 2kg,"Squid Ring Raw, pack: 2kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,3,295.85
NRD-BEEF0351,Fjordal Beef Patty 200g 12s,"Beef Patty 200g, pack: 12s. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",984936114672,,0,0,203.61
NRD-BEEF0006,Halberg Beef Patty 100g 48s,"Beef Patty 100g, pack: 48s. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,HAL612565,0,150,68.82
NRD-WHIP0111,Golden Pantry Whipping Cream 35% 1L,"Whipping Cream 35%, pack: 1L. Brand Golden Pantry. Sold per Nos.",Golden Pantry,All Items > Frozen > Whipping Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",927719823747,,0,3,226.98
NRD-PUFF0258,Nordvik Puff Pastry Block 2kg,"Puff Pastry Block, pack: 2kg. Brand Nordvik. Sold per Packet.",Nordvik,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,0,419.27
NRD-CHIC0428,Cape Bay Chicken Breast Diced 1kg,"Chicken Breast Diced, pack: 1kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,CAP683100,0,150,248.37
NRD-BUTT0092,Golden Pantry Butter Unsalted Sheet 5kg,"Butter Unsalted Sheet, pack: 5kg. Brand Golden Pantry. Sold per Packet.",Golden Pantry,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",991224329396,,0,12,15.57
NRD-PRAW0062,Sisu Prawn 31/40 2kg,"Prawn 31/40, pack: 2kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",982940830607,SIS930447,0,40,118.13
NRD-MOZZ0175,Sisu Mozzarella Diced 2kg,"Mozzarella Diced, pack: 2kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,SIS059841,0,0,256.83
NRD-MOZZ0286,Halberg Mozzarella Diced 2kg,"Mozzarella Diced, pack: 2kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,HAL881142,0,40,197.01
NRD-VANI0135,Sisu Vanilla Ice Cream Cone 1L,"Vanilla Ice Cream Cone, pack: 1L. Brand Sisu. Sold per Nos.",Sisu,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",918046517472,SIS491515,0,0,11.11
NRD-PRAW0009,Sisu Prawn 21/25 2kg,"Prawn 21/25, pack: 2kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,3,295.47
NRD-PRAW0409,Nordvik Prawn 21/25 1kg,"Prawn 21/25, pack: 1kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",968743420579,,0,40,478.52
NRD-BEEF0161,Halberg Beef Patty 200g 48s,"Beef Patty 200g, pack: 48s. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,40,320.95
NRD-CHIC0049,Halberg Chicken Breast Whole 2kg,"Chicken Breast Whole, pack: 2kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",959515228493,HAL341536,0,0,394.74
NRD-CHIC0370,Cape Bay Chicken Breast Strips 10kg,"Chicken Breast Strips, pack: 10kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",917121591653,,0,40,435.18
NRD-CHIC0392,Halberg Chicken Breast Diced 1kg,"Chicken Breast Diced, pack: 1kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",953193198727,,0,0,241.89
NRD-SALM0216,Fjordal Salmon Fillet Trim D 1kg,"Salmon Fillet Trim D, pack: 1kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,FJO459923,0,900,197.11
NRD-FULL0292,Golden Pantry Full Cream Milk UHT 2L,"Full Cream Milk UHT, pack: 2L. Brand Golden Pantry. Sold per Nos.",Golden Pantry,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",941365884170,GOL525945,0,0,197.19
NRD-POTA0391,Golden Pantry Potato Fries 7mm 1kg,"Potato Fries 7mm, pack: 1kg. Brand Golden Pantry. Sold per Packet.",Golden Pantry,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",911352393229,,0,40,330.78
NRD-MOZZ0143,Fjordal Mozzarella Shredded 2kg,"Mozzarella Shredded, pack: 2kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",938001687659,FJO488534,0,150,282.82
NRD-CHIC0452,Fjordal Chicken Breast Whole 1kg,"Chicken Breast Whole, pack: 1kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,FJO253664,0,900,110.38
NRD-SALM0193,Cape Bay Salmon Fillet Portion 1kg,"Salmon Fillet Portion, pack: 1kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",993227740433,CAP197806,0,0,260.39
NRD-CHIC0358,Halberg Chicken Breast Whole 1kg,"Chicken Breast Whole, pack: 1kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,HAL381812,0,12,279.06
NRD-CHIC0471,Nordvik Chicken Breast Strips 1kg,"Chicken Breast Strips, pack: 1kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",939157827720,NOR418495,0,900,113.35
NRD-SALM0405B,Halberg Salmon Fillet Portion 1kg (Bulk),"Salmon Fillet Portion, pack: 1kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":144.0}]",987685627194,,0,12,343.95
NRD-PUFF0002,Nordvik Puff Pastry Sheet 2kg,"Puff Pastry Sheet, pack: 2kg. Brand Nordvik. Sold per Packet.",Nordvik,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",923572573088,NOR408064,0,150,312.73
NRD-SQUI0454,Fjordal Squid Ring Breaded 2kg,"Squid Ring Breaded, pack: 2kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,3,191.17
NRD-PUFF0353,Sisu Puff Pastry Sheet 2kg,"Puff Pastry Sheet, pack: 2kg. Brand Sisu. Sold per Packet.",Sisu,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",909672668433,SIS458412,0,40,31.38
NRD-POTA0163,Nordvik Potato Fries 7mm 2.5kg,"Potato Fries 7mm, pack: 2.5kg. Brand Nordvik. Sold per Packet.",Nordvik,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,0,4.08
NRD-CHIC0466,Sisu Chicken Breast Diced 10kg,"Chicken Breast Diced, pack: 10kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",970149362938,,0,0,454.77
NRD-SALM0050,Cape Bay Salmon Fillet Trim D 3kg,"Salmon Fillet Trim D, pack: 3kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,CAP504191,0,12,54.08
NRD-WHIP0011,Cape Bay Whipping Cream 38% 1L,"Whipping Cream 38%, pack: 1L. Brand Cape Bay. Sold per Nos.",Cape Bay,All Items > Frozen > Whipping Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,900,457.18
NRD-POTA0295,Nordvik Potato Fries 10mm 2.5kg,"Potato Fries 10mm, pack: 2.5kg. Brand Nordvik. Sold per Packet.",Nordvik,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,40,322.45
NRD-SALM0084,Golden Pantry Salmon Fillet Portion 3kg,"Salmon Fillet Portion, pack: 3kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,GOL533231,0,12,205.99
NRD-FULL0348,Nordvik Full Cream Milk Fresh 200ml,"Full Cream Milk Fresh, pack: 200ml. Brand Nordvik. Sold per Nos.",Nordvik,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",910453272922,NOR158805,0,150,273.02
NRD-PRAW0387,Sisu Prawn PDTO 1kg,"Prawn PDTO, pack: 1kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",973900076347,SIS324112,0,0,404.82
NRD-BUTT0032,Sisu Butter Unsalted Sheet 5kg,"Butter Unsalted Sheet, pack: 5kg. Brand Sisu. Sold per Packet.",Sisu,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,SIS239061,0,12,475.43
NRD-PRAW0055-OLD,Cape Bay Prawn 16/20 2kg,"Prawn 16/20, pack: 2kg. Brand Cape Bay. Sold per Kg. (superseded)",Cape Bay,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",900841477355,CAP480192,1,0,19.12
NRD-PRAW0140,Cape Bay Prawn 21/25 2kg,"Prawn 21/25, pack: 2kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",949932661192,,0,12,406.35
NRD-CHIC0195,Cape Bay Chicken Breast Strips 2kg,"Chicken Breast Strips, pack: 2kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",910970257786,,0,3,228.62
NRD-BEEF0369,Cape Bay Beef Patty 150g 12s,"Beef Patty 150g, pack: 12s. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",988737649836,CAP542142,0,3,204.65
NRD-PUFF0126,Cape Bay Puff Pastry Block 1kg,"Puff Pastry Block, pack: 1kg. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,0,257.09
NRD-FULL0338,Fjordal Full Cream Milk Fresh 2L,"Full Cream Milk Fresh, pack: 2L. Brand Fjordal. Sold per Nos.",Fjordal,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,900,57.24
NRD-SQUI0021B,Halberg Squid Ring Breaded 1kg (Bulk),"Squid Ring Breaded, pack: 1kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":144.0}]",939719523467,,0,40,434.38
NRD-POTA0208,Nordvik Potato Fries 10mm 1kg,"Potato Fries 10mm, pack: 1kg. Brand Nordvik. Sold per Packet.",Nordvik,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",966655906167,,0,900,213.05
NRD-CHIC0101,Sisu Chicken Breast Diced 5kg,"Chicken Breast Diced, pack: 5kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",922570529265,,0,150,111.27
NRD-POTA0188,Golden Pantry Potato Fries 10mm 1kg,"Potato Fries 10mm, pack: 1kg. Brand Golden Pantry. Sold per Packet.",Golden Pantry,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",990948050966,GOL481117,0,0,478.62
NRD-FULL0432,Cape Bay Full Cream Milk UHT 2L,"Full Cream Milk UHT, pack: 2L. Brand Cape Bay. Sold per Nos.",Cape Bay,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,40,1.44
NRD-BUTT0436,Fjordal Butter Unsalted Block 5kg,"Butter Unsalted Block, pack: 5kg. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,0,436.57
NRD-FULL0041,Halberg Full Cream Milk Fresh 2L,"Full Cream Milk Fresh, pack: 2L. Brand Halberg. Sold per Nos.",Halberg,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,0,394.41
NRD-CHIC0269,Nordvik Chicken Breast Diced 10kg,"Chicken Breast Diced, pack: 10kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,900,56.05
NRD-PRAW0376,Sisu Prawn 16/20 2kg,"Prawn 16/20, pack: 2kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",939251063751,,0,0,217.55
NRD-CHIC0087,Sisu Chicken Breast Whole 1kg,"Chicken Breast Whole, pack: 1kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",976773905957,,0,3,459.03
NRD-PRAW0384,Golden Pantry Prawn 16/20 1kg,"Prawn 16/20, pack: 1kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",956898708292,GOL148483,0,3,163.51
NRD-MOZZ0446,Halberg Mozzarella Shredded 1kg,"Mozzarella Shredded, pack: 1kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,0,86.82
NRD-POTA0401,Sisu Potato Fries 10mm 2.5kg,"Potato Fries 10mm, pack: 2.5kg. Brand Sisu. Sold per Packet.",Sisu,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,SIS827089,0,12,189.79
NRD-PRAW0099,Sisu Prawn 21/25 1kg,"Prawn 21/25, pack: 1kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",920018244467,SIS355258,0,150,304.07
